author,content,filename,org_name,original_rating,pdf_link,publish_time,rating_adjust_mark_type,rating_changes,report_id,save_path,stock_code,stock_name,title,extracted_forecasts
"万玮,吴文吉",投资要点机器人、车载等新品发布，加速成长。在车载激光雷达领域，公司发布车规级dToF激光雷达SPAD芯片SS905HP（高线数）与SS901（低线数）形成高低搭配，覆盖超1000线至192线分辨率的长距离应用；在车载视觉感知&amp;辅助驾驶领域，公司全新推出12nm工艺SAC8905，定位L2级辅助驾驶，集成32TopsNPU，适配前视一体机、行泊一体场景；在边缘计算领域，公司发布SSR670，集成8Tops算力与本地大模型，落地高端边侧智能硬件；在智能机器人领域，公司发布第三代机器人芯片SSU9366，适配户外、陪伴等机器人，同时将尽快推出面向具身智能机器人大小脑的SoC芯片，算力覆盖16T-128T，以极致算力功耗比和分布式算力架构赋能更多类型的机器人产品。投资元川微，合作开发上千Tops算力芯片。元川微科技专注于AI推理算力创新，通过回归AI推理的第一性原理，聚焦边端智能场景，依托自研的硬数据流架构与全资源编译器等核心技术，大幅降低推理应用的部署复杂度和TCO，精准满足推理应用对低时延、高算力、高能效与低成本的核心需求。公司参与元川微天使轮融资，获取大算力外部IP，合作开发的产品预计可实现上千Tops算力，原有产品与该大算力芯片组合可覆盖从低到高的全算力需求，满足下游机器人和车载等应用场景需求。投资建议：我们预计公司2025/2026/2027年营业收入分别为29.5/40.3/55.3亿元，归母净利润分别为3.0/5.0/8.0亿元，上调至“买入”评级。风险提示：市场复苏不及预期；竞争格局加剧风险；产品研发及技术创新不及预期；客户导入不及预期。,,中邮证券,买入,[None],2026-01-29,上调评级,买入,8373280,pdf_downloads/2026/2026-01-29/301536-星宸科技（301536）：加速成长.pdf,301536,星宸科技,星宸科技（301536）：加速成长,"{
  ""forecasts"": [
    {
      ""year"": 2025,
      ""net_profit"": 3.0,
      ""eps"": null,
      ""pe"": null
    },
    {
      ""year"": 2026,
      ""net_profit"": 5.0,
      ""eps"": null,
      ""pe"": null
    },
    {
      ""year"": 2027,
      ""net_profit"": 8.0,
      ""eps"": null,
      ""pe"": null
    }
  ]
}"
"岳阳,吴鑫",视觉AI SoC全球领导者，多轮驱动构筑长期增长曲线。星宸科技成立于2017年，切入安防电子这一高需求、高成长的细分赛道。2018年，公司便成功实现各业务领域的视觉SoC大规模量产，2021年，其在全球安防芯片IPC SoC、NVR SoC及USB视频会议摄像头SoC市场出货量均位列第一名。2024年，公司成为全球出货量最大的视觉AI SoC供应商；此后，公司加速多赛道布局，在智能物联及智能车载均取得显著突破，展现出强劲的增长潜力和多元化的发展格局。端边侧AI SoC加速向多场景智能终端渗透，3D感知技术加速发展。在大模型与轻量化推理技术推动下，端边侧智能化需求爆发，全球AI SoC尤其是视觉AI SoC出货量保持高速增长，渗透率持续提升。安防、机器人、汽车、移动影像及AI眼镜等多下游场景同步扩容，推动视觉AI SoC从单一应用向多场景、规模化渗透。其中，安防由“高清化”向“智能化”升级、机器人向自主化演进、智驾与智能座舱加速下沉，均显著抬升单机算力需求与芯片价值量；同时，3D感知技术加速落地，SPAD SoC作为新一代激光雷达核心方案进入爆发期，为行业打开全新高增长曲线。整体上看，行业具备技术持续迭代、应用边界不断拓展、需求长期高增长三重驱动特征，景气度高、发展前景广阔，为具备平台化能力和多场景布局的厂商提供了持续成长空间。AI SoC多场景全面发力，安防&amp;物联&amp;车载领域接力增长。（1）核心技术：公司核心竞争优势在于高度可复用的自研ISP与多模块IP平台、自研NPU及完整AI工具链带来的软硬件协同优化能力，以及通过并购补齐无线连接后形成的一体化SoC平台，使其在成像质量、能效比、系统集成度和交付效率上具备显著领先；（2）安防：2017年，公司切入安防电子这一细分赛道，出货量逐年增长，是全球视觉AI SoC领域的绝对领军者。据弗若斯特沙利文，公司当前全球市占率超40%稳居第一；（3）物联：公司物联与机器人芯片出货高速增长，全球每3台家用扫地机就有1台采用星宸机器人SoC，其机器人芯片已成功切入多家头部客户，2025年跻身机器人芯片领先梯队，机器人视觉SoC 进入千万级放量；（4）车载：2025年，星宸科技已完成车载芯片生态圈构筑，与国内头部算法、Sensor、IDH及Tier1企业深度合作，25H1车载业务同比增长45.4%，全年前装定点预计达800万台；车载视觉SoC在后装高市占基础上加速切入前装，定点与认证进展顺利，成长曲线清晰；（5）新品拓展：在传统车载视觉SoC实现规模化应用的基础上，公司正进一步推动3D 感知（SPAD /ToF）产品落地带来的产品结构升级与应用边界扩展，助于自身由规模领先向规模+价值”双轮增长演进。投资建议：星宸科技是全球领先的视觉AI SoC供应商，广泛应用于智能安防，智能物联，智能车载等场景，客户涵盖国内外一线品牌。公司长期深耕ISP技术，我们预计公司25-27年实现归母净利润2.71/5.23/6.81亿元，选择瑞芯微、恒玄科技、全志科技为可比公司，考虑公司26-27年份额扩张及较高增速预期，给予公司26年80xPE，目标价99.3元，首次覆盖给予“强推”评级。风险提示: 技术研发不及预期、市场竞争加剧、贸易摩擦及上游供应风险,,华创证券,强推,[None],2026-01-29,,买入,8374078,pdf_downloads/2026/2026-01-29/301536-星宸科技（301536）：视觉 AI SoC 领军者，掘金机器人赛道星辰大海.pdf,301536,星宸科技,星宸科技（301536）：视觉 AI SoC 领军者，掘金机器人赛道星辰大海,"{
    ""forecasts"": [
        {
            ""year"": 2025,
            ""net_profit"": 2.71,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2026,
            ""net_profit"": 5.23,
            ""eps"": null,
            ""pe"": 80
        },
        {
            ""year"": 2027,
            ""net_profit"": 6.81,
            ""eps"": null,
            ""pe"": null
        }
    ]
}"
"唐佳,朱陈星",AI视觉芯片行业领导者：公司深耕AI视觉芯片领域，是国内领先的SOC供应商，公司在传统安防领域拥有较高市场认可度，同时在智能物联、智能车载、3D感知等领域加速拓展。伴随公司新产品逐步进入放量新阶段，预期将打开新一轮业绩增长。视觉AI SoC行业快速发展：随着端侧边设备智能化需求的增长，AI SoC市场对视觉感知能力和视觉计算能力方面愈发重视。根据弗若斯特沙利文数据，全球视觉AI SoC出货量从2020年的0.54亿颗快速提升至2024年的2.46亿颗，预计到2029年将达到9.54亿颗，主要得益于安防、机器人、移动影像设备、汽车等垂直领域的快速起量。面向下游多领域公司产品布局广泛：公司在持续巩固泛安防领域的产品技术优势的同时，加速布局AIoT领域的类机器人和AI眼镜等新兴产品形态，在复用视觉相关IP技术的同时继续投入细分市场研发，另外，在涉及车载智能视觉和ADAS领域已形成覆盖车外感知、舱内视觉及3D感知的全方位产品矩阵。投资建议：公司新产品逐步进入放量新阶段，预期将打开新一轮业绩增长，预计公司2025-2027年实现营业收入29.27/36.46/44.13亿元，归母净利润2.80/4.34/6.06亿元。对应PE分别为105.5/68.1/48.8倍，首次覆盖，给予“增持”评级。风险提示：研发迭代不及预期风险，研发人员流失风险，行业增长趋势放缓或行业出现负增长风险，海外经营风险，外汇波动风险。,,财通证券,增持,[None],2026-01-18,,增持,8339134,pdf_downloads/2026/2026-01-18/301536-星宸科技（301536）：围绕AI视觉，多领域拓展.pdf,301536,星宸科技,星宸科技（301536）：围绕AI视觉，多领域拓展,"{
    ""forecasts"": [
        {
            ""year"": 2025,
            ""net_profit"": 2.80,
            ""eps"": null,
            ""pe"": 105.5
        },
        {
            ""year"": 2026,
            ""net_profit"": 4.34,
            ""eps"": null,
            ""pe"": 68.1
        },
        {
            ""year"": 2027,
            ""net_profit"": 6.06,
            ""eps"": null,
            ""pe"": 48.8
        }
    ]
}"
"陈海进,李雅文",投资要点全球智能安防芯片领先企业，多维布局AIoT核心赛道。星宸科技专注于智能安防芯片的研发与销售，产品覆盖智能安防、智能物联、智能车载三大领域，客户涵盖全球主流安防品牌及智能硬件厂商。公司2024年实现营收23.54亿元，归母净利润2.56亿元，研发费用率达25.59%，毛利率35.79%位居行业前列，展现技术驱动下的盈利韧性。智能安防：全球市占率双料冠军，技术引领超高清与边缘计算升级。公司为全球IPC SoC与NVR SoC市场龙头，2021年出货量口径市占率分别达36.5%、38.7%。核心产品SSC369G（IPC）与SSR950G（NVR）通过AI-ISP融合、低照度优化等技术实现性能突破，推动产品向4K+超高清、边缘计算场景延伸，持续巩固安防领域技术壁垒。智能物联：机器人及AI眼镜双赛道并进，技术协同与产品创新驱动市场拓展。星宸科技在新兴领域加速渗透：依托视觉AI与3D感知技术，扫地机器人SoC覆盖低端至高端机型，已通过国际安全认证并打入头部品牌供应链；AI眼镜芯片聚焦AI-ISP技术突破，支持轻量化设计与多模态交互，布局虚实融合新场景。智能车载：后装市场高性价比突围，ADAS驱动前装布局。公司为中国行车记录仪芯片第二大厂商，2021年1080P+高端市场市占率即有50%。车载芯片通过AEC-Q100认证，逐步切入前装市场，规划AD跨域处理器实现行车、泊车、座舱场景全覆盖，预计2021-2026年受益全球车载摄像头芯片31%复合增长红利。协同布局三大新业务，构建“感知+计算+连接”一体化AIoT平台。公司重点发展基于3D ToF的SPAD SoC，提升空间理解能力，并与既有视觉SoC形成协同；同时通过收购富芮坤补强蓝牙连接与低功耗技术，推动产品从视频处理芯片向端侧综合SoC解决方案升级，拓展机器人、车载及智能穿戴等多场景应用。盈利预测与投资评级：公司为国内智能安防芯片领先企业，在智能安防、智能物联、智能车载三大领域均具备坚实布局。考虑到公司在视频安防芯片领域具备稀缺的AI底层技术设计能力，安防龙头地位稳固，同时在智能物联与智能车载领域持续拓展新应用场景，有望形成多元成长格局，我们预计公司2025-2027年营业收入将分别达到29.34/36.33/44.87亿元，归母净利润分别为2.7/4.1/5.9亿元，对应PE倍数90/59/41x。首次覆盖，给予“买入”评级。风险提示：技术风险、市场竞争风险、经营风险、核心技术人员流失风险。,,东吴证券,买入,[None],2025-11-28,,买入,8194601,pdf_downloads/2025/2025-11-28/301536-星宸科技（301536）：立足智能安防，AIoT与车载新兴市场加速拓展.pdf,301536,星宸科技,星宸科技（301536）：立足智能安防，AIoT与车载新兴市场加速拓展,"{
    ""forecasts"": [
        {
            ""year"": 2025,
            ""net_profit"": 2.7,
            ""eps"": null,
            ""pe"": 90
        },
        {
            ""year"": 2026,
            ""net_profit"": 4.1,
            ""eps"": null,
            ""pe"": 59
        },
        {
            ""year"": 2027,
            ""net_profit"": 5.9,
            ""eps"": null,
            ""pe"": 41
        }
    ]
}"
"万玮,吴文吉",事件公司发布2025年三季报，前三季度实现营业收入21.66亿元，同比增长19.50%；归母净利润2.02亿元，同比增长3.03%。投资要点业绩稳定增长。公司前三季度实现营业收入21.66亿元，同比增长19.50%，三大业务均实现双位数的同比增长，其中智能物联增速最快，智能车载增速次之，智能安防增速相对稳健，细分来看增速最快的是智能机器人，上半年已出货550万颗，Q3环比保持双位数增长，持续带来可观的收入贡献；综合毛利率33.42%，逐步向好，主要系中高端芯片比例提升，海外销售增长态势良好，主业竞争格局趋于稳定，价格适当调整；归母净利润2.02亿元，同比增长3.03%。打造“感知+计算+连接”车载一体化解决方案。感知方面包括舱内外视觉感知及3D感知，其中舱内外视觉感知主要为CMS/DMS/OMS等应用，3D感知为车载主激光雷达的应用；计算方面为辅助驾驶，目前主要适用于L0-L2级的前视一体机、行泊域控方案；连接方面是基于收购的富芮坤，带来车载蓝牙芯片的收入贡献。公司在一台车上可以提供多颗乃至数十颗芯片，未来每台车芯片销售金额可达数十美元，大幅提升车载业务线的收入空间。投资建议：我们预计公司2025/2026/2027年营业收入分别为29.3/35.3/42.0亿元，归母净利润分别为3.0/4.3/5.5亿元，维持“增持”评级。风险提示：市场复苏不及预期；竞争格局加剧风险；产品研发及技术创新不及预期；客户导入不及预期。,,中邮证券,增持,[None],2025-10-29,,增持,6964068,pdf_downloads/2025/2025-10-29/301536-星宸科技（301536）：业绩稳定增长.pdf,301536,星宸科技,星宸科技（301536）：业绩稳定增长,"{
    ""forecasts"": [
        {
            ""year"": 2025,
            ""net_profit"": 3.0,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2026,
            ""net_profit"": 4.3,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2027,
            ""net_profit"": 5.5,
            ""eps"": null,
            ""pe"": null
        }
    ]
}"
"万玮,吴文吉",星宸科技(301536)拟收购富芮坤控制权，“智能计算”与“可靠连接”互补l事件公司发布2025年半年报，上半年实现营业收入14.03亿元，同比增长18.63%；归母净利润1.20亿元，同比下滑7.47%。投资要点单季度营收历史新高。公司上半年实现营业收入14.03亿元，同比增长约18.63%，其中智能车载实现营业收入约1.51亿元，同比增长约45.43%;智能物联实现营业收入约3.25亿元，同比增长约31.79%;智能安防实现营业收入约9.09亿元，同比增长约12%；归母净利润1.20亿元，同比下滑7.47%，主要系毛利率的波动及费用的持续投入。单季度来看，Q2实现营业收入约7.4亿元，同比增长约12.4%、环比增长约10.9%，创公司半年度及单季度营收历史新高；归母净利润0.69亿元，同比下滑12.62%，环比增长34.34%。未来公司会陆续推出多款高端先进制程新品，并持续拓展高端客户，提升高毛利产品和高端客户的占比，进而提升公司整体ASP及毛利水平，盈利能力长期向好。拟现金收购富芮坤控制权，实现“智能计算”与“可靠连接”互补。富芮坤主营产品包括双模蓝牙及超低功耗蓝牙芯片，广泛应用于智能家居、车载出行、工业通讯、家电医疗、智能穿戴等多元领域。公司拟以人民币约2.1亿元现金收购富芮坤53.3087%的股权。对星宸而言，以视觉主控SoC与富芮坤的蓝牙SoC/MCU，通过异构计算架构能够提升在端侧AI任务上的协同。以星宸视觉主控SoC承担复杂的图像处理与型推理，而富芮坤蓝牙SoC/MCU作为低功耗协处理器，负责持续感知传感器信号、处理轻量级语音交互及设备互联(如车载设备互联、车载音频、智能眼镜等应用场景)。双方通过软硬件系统级芯片方案实现端侧AI任务的动态调度与多模态数据融合，以更好地应对各类终端场景对智能物联的需求，增强各类终端设备的智能性与用户体验。投资建议：我们预计公司2025/2026/2027年营业收入分别为29.1/34.7/41.0亿元，归母净利润分别为2.9/4.2/5.3亿元，给予“增持”评级。风险提示：市场复苏不及预期；竞争格局加剧风险；产品研发及技术创新不及预期；客户导入不及预期。,,中邮证券,增持,[None],2025-09-02,,增持,6385646,pdf_downloads/2025/2025-09-02/301536-星宸科技（301536）：拟收购富芮坤控制权，“智能计算”与“可靠连接”互补.pdf,301536,星宸科技,星宸科技（301536）：拟收购富芮坤控制权，“智能计算”与“可靠连接”互补,"{
    ""forecasts"": [
        {
            ""year"": 2025,
            ""net_profit"": 2.9,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2026,
            ""net_profit"": 4.2,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2027,
            ""net_profit"": 5.3,
            ""eps"": null,
            ""pe"": null
        }
    ]
}"
"吴文吉,万玮",事件公司发布2024年年报及2025年一季报，公司2024年实现营业收入23.54亿元，同比+16.49%，实现归母净利润2.56亿元，同比+25.18%；2025年Q1实现营业收入6.65亿元，同比+26.36%，环比+23.04%，实现归母净利润0.51亿元，同比+0.48%，环比-14.73%。投资要点下游应用需求复苏，份额持续提升。公司围绕“视觉+AI”“感知+计算”的核心理念，下游应用覆盖各类智能感知终端设备，主要包括智能安防、智能物联及智能车载，2024年整体市场需求相较于2023年有明显恢复，尤其是消费类需求显著增长，公司2024年实现营业收入23.54亿元，同比+16.49%，其中智能安防占比约68.81%，智能物联（原“视频对讲”业务线）占比约20.58%，智能车载占比约10.61%，实现归母净利润2.56亿元，同比+25.18%；2025年Q1实现营业收入6.65亿元，同比+26.36%，环比+23.04%，实现归母净利润0.51亿元，同比+0.48%，环比-14.73%。购买3DToF无形资产，开启3D感知领域战略布局。2024年8月公司购买3DToF相关资产，目前已形成专门的3D感知业务线，已推出部分iToF系列产品，应用于多媒体、机器人等市场；并在研发新一代dToF系列产品，主要应用于车载激光雷达、智能机器人、低空经济设备等，满足市场对长距离、高分辨率3D感知的需求。公司已搭配现有ISP技术及SoC产品，形成3D感知+AI计算的感算一体解决方案，为更多客户提供TotalSolution，推动相关领域快速发展。持续加大研发投入，跟进AI最新发展动态。2024年全年研发投入约6.02亿元，研发投入率约25.59%，2025年Q1研发投入1.68亿元，研发投入率约25.24%。未来公司将持续加大研发投入，精准洞察各类应用场景，致力打造全球领先的端边侧SoC产品，伴随视觉理解、视觉生成等多模态大模型相关应用场景及产品开枝散叶，形成包含智能机器人、智能眼镜、3DToF视觉感知在内的多路增长曲线，为公司发展提供有力支撑。投资建议：我们预计公司2025/2026/2027年分别实现收入29.0/37.1/46.1亿元，归母净利润分别为3.0/4.1/5.4亿元，维持“买入”评级。风险提示：市场复苏不及预期；竞争格局加剧风险；产品研发及技术创新不及预期；客户导入不及预期。,,中邮证券,买入,[None],2025-04-21,,买入,6017152,pdf_downloads/2025/2025-04-21/301536-星宸科技（301536）：份额持续提升.pdf,301536,星宸科技,星宸科技（301536）：份额持续提升,"{
    ""forecasts"": [
        {
            ""year"": 2025,
            ""net_profit"": 3.0,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2026,
            ""net_profit"": 4.1,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2027,
            ""net_profit"": 5.4,
            ""eps"": null,
            ""pe"": null
        }
    ]
}"
吴文吉,事件公司近期召开2024开发者大会暨产品发布会，陆续发布低功耗影像处理、智慧车载、智能机器人、智能音频处理、智慧视觉、智能感知等产品及技术。投资要点围绕“感知+计算”，持续推出更强端边侧AI产品。公司围绕“感知+计算”理念，在承袭智慧视觉底层技术的基础上，继续协同合作伙伴洞察客户需求，持续推出合理算力、合理功耗、架构创新、数据安全的更强端边侧AI产品，为AIoT、机器人、智能汽车、智能眼镜、智能家居、智慧办公、智慧工业、智慧商业、智慧教育等领域AI创新应用提供开放的、易用的解决方案。发布SSC309QL智能眼镜方案，加速向千亿级市场挺进。目前智能眼镜正朝着小型化、低功耗、高画质的方向发展，公司发布的SSC309QL采用了chiplet技术内置一颗LPDDR4（2Gb）的高集成方案，面积较采用外挂DDR的AR1减少了24%，宽度缩小20%；同时在进行相同规格视频格式录像时的整机功耗预计为600mW，较AR1的下降了50%；而且采用软硬结合的低功耗技术架构实现“全天候随心录”功能，SoC功耗低至30mW。公司下一代更高性能的智能眼镜芯片方案也已提上开发日程，聚焦更优秀的图像处理、更小的封装、更低的功耗、更好的AI处理能力，将助力智能眼镜加速向千亿级市场挺进。投资建议：我们预计公司2024-2026年归母净利润2.4/3.3/4.7亿元，维持“买入”评级。风险提示：产品研发及技术创新不及预期；行业竞争格局加剧风险；国际贸易摩擦风险；产品推广不及预期。,,中邮证券,买入,[None],2024-12-27,,买入,5875878,pdf_downloads/2024/2024-12-27/301536-星宸科技（301536）：探索智慧实践，洞见AI未来.pdf,301536,星宸科技,星宸科技（301536）：探索智慧实践，洞见AI未来,"{
    ""forecasts"": [
        {
            ""year"": 2024,
            ""net_profit"": 2.4,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2025,
            ""net_profit"": 3.3,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2026,
            ""net_profit"": 4.7,
            ""eps"": null,
            ""pe"": null
        }
    ]
}"
毛正,投资要点芯片销售收入增加，行业景气度回暖2024年前三季度公司实现营收18.13亿元，同比增长22.95%，归母净利润1.96亿元，同比增长4.51%。其中第三季度实现营收6.30亿元，同比增长29.08%，受市场波动影响，芯片销售收入增加所致。今年以来，随着消费市场信心回升，行业景气度逐步回暖，终端客户库存逐步去化至相对合理水平，下游终端客户需求有所复苏，带动公司业绩向好。ISP技术领先行业，积极布局AI眼镜赛道AI眼镜是端侧AI落地重要且量大的载体。用于AI眼镜的SoC芯片有四大必要条件：1）面积小，贴合用户既有习惯，且达成性能与面积的平衡。2）功耗低，可穿戴设备的基本轻薄要求下无法配置过重的大电池，同时又要求续航能力。3）视觉效果（ISP），AI眼镜的拍照与录像功能是使用频率及要求较高的功能模块，其中ISP是核心支撑技术。由于其动态的使用场景和视觉体验的感受，需要在分辨率、对比度、透亮度、清晰度等关键指标上持续演进与深度优化。4）智能化，需具备多模态交互能力。公司借助在安防领域积累的低功耗技术，搭配领先行业的ISP视觉效果，以及先进制程SoC能力，已发布适用AI眼镜的SoC芯片，与部分客户展开对接，预计2025年下半年推出终端产品。收购3D ToF业务，提供全面3D感知解决方案2024年9月公司购买福建杰木科技有限公司及其子公司上海杰茗科技有限公司3D ToF业务相关的全部资产。公司与福建杰木在多媒体、机器人等领域已服务众多共同的下游客户，国内头部品牌旗舰机型采用公司的ISP芯片，同时搭配了福建杰木的ToF传感器和VCSEL驱动芯片。目前行业内的中高端产品对于3D传感与视觉结合的需求已开始提升，此次购买福建杰木ToF相关资产，有助于更好地融合福建杰木在ToF领域和公司在ISP/SoC领域的技术和客户资源优势，为客户提供更全面的3D感知及系统解决方案，提升公司在端侧和边缘侧AI SoC芯片市场上的竞争力。盈利预测预测公司2024-2026年收入分别为24.93、30.01、35.78亿元，EPS分别为0.63、0.88、1.18元，当前股价对应PE分别为116、83、62倍。公司作为全球领先的智能安防芯片设计企业之一，结合自身优秀的低功耗技术、ISP技术、SoC能力，积极布局端侧AI应用，首次覆盖，给予“买入”投资评级。风险提示宏观经济的风险，产品研发不及预期的风险，行业竞争加剧的风险，下游需求不及预期的风险。,,华鑫证券,买入,[None],2024-12-25,,买入,5874184,pdf_downloads/2024/2024-12-25/301536-星宸科技（301536）：公司动态研究报告：ISP技术领先行业，积极布局端侧AI市场.pdf,301536,星宸科技,星宸科技（301536）：公司动态研究报告：ISP技术领先行业，积极布局端侧AI市场,"{
  ""forecasts"": [
    {
      ""year"": 2024,
      ""net_profit"": null,
      ""eps"": 0.63,
      ""pe"": 116
    },
    {
      ""year"": 2025,
      ""net_profit"": null,
      ""eps"": 0.88,
      ""pe"": 83
    },
    {
      ""year"": 2026,
      ""net_profit"": null,
      ""eps"": 1.18,
      ""pe"": 62
    }
  ]
}"
吴文吉,星宸科技(301536)积极布局3D传感，家用机器人、AI眼镜市场持续事件公司发布2024年三季报，前三季度实现营业收入18.12亿元，同比增长22.95%；归属于上市公司股东的净利润为1.96亿元，同比增长4.51%。投资要点3D传感成为未来新增长点。公司在3D传感领域分为iTOF和dTOF两条产品线，iTOF主要应用于消费类电子，dTOF则瞄准汽车和工业机器人市场。公司选择了适配技术作为激光雷达的技术路线，市场需求快速增长。安防业务稳步发展，行业明年积极展望。安防市场前三季度的情况与上半年趋势类似，最强劲的增长需求来自于消费领域；在传统安防领域，目前需求来自于应急项目及水利水电项目。展望四季度，公司认为在消费端能维持不错的增长态势；在传统安防领域，目前从客户的反馈情况来看，整体也是向好的趋势，但相对增幅有限。对于消费者而言，使用较为便捷，成本也不高，只需要一台手机就能远程看到家里情况，客户的需求在这种便利的设备布置以及较低的运营成本下，得到了进一步的释放；第二，安防的需求国内早于海外，因此在全球来看还有很多海外区域市场几乎为空白，这一部分的需求在使用便捷、低成本的基础下，将继续释放，而且能够维持很长一段时间；第三，公司在国内已打磨多年的技术与应用，到了海外，能够快速获得认可，从而需求也能够快速落地。扫地机器人巩固优势。公司有自信快速进入扫地机市场，并取得行业领先地位，原因如下：第一，在扫地机领域所需要用到的核心技术与安防、车载和视频对讲高度相似，因此对于公司而言，进入这个领域，投入产出比较高。第二，扫地机产品的需求正向视觉结合AI及3D感知技术快速发展，公司在视觉AI方面具备优势，在安防领域的AI能力已积累了良好的口碑，并有3D感知技术高度协同。第三，公司目前已可以提供高集成度的SOC解决方案，如公司自研的“All in One”AISOC芯片SSU9386，采用视觉模组处理芯片+大核CPU/IPU芯片+MCU芯片+音频算法处理芯片设计，四芯合一提供强大运算处理能力，能够高效应对复杂多变的智能机器人应用场景，降低客户开发难度及成本，提高系统简洁度和可靠性。此外，公司已将端侧大模型的研发作为了战略性的投入，以满足客户对产品高端化和持续演进的需求。从长期来看，公司对市场的整体增长及公司自身的增长持乐观态度。AI眼镜市场持续发力。公司已投入研发资源进行相关技术路径的分析和市场调研等前瞻性的动作，并与部分客户展开对接。借由公司在安防领域无网无电户外场景所积累的低功耗技术，搭配领先行业的ISP视觉效果，以及先进制程SOC能力，都将应用于AI眼镜中。同时，公司已投入下一代低功耗及运动ISP技术，争取做到更低功耗、更高质量的影像和成像技术，以更适配智能穿戴的应用场景。此外，AI眼镜对芯片小型化的要求高，如何把芯片本身做到小型化也存在一定的挑战，公司也已在更先进的制程方面投入布局及规划。投资建议：我们预计公司2024-2026年归母净利润2.4/3.3/4.7亿元，维持“买入”评级。风险提示：产品研发及技术创新不及预期；行业竞争格局加剧风险；国际贸易摩擦风险；产品推广不及预期。,,中邮证券,买入,[None],2024-11-05,,买入,5819374,pdf_downloads/2024/2024-11-05/301536-星宸科技（301536）：积极布局3D传感，家用机器人、AI眼镜市场持续发力.pdf,301536,星宸科技,星宸科技（301536）：积极布局3D传感，家用机器人、AI眼镜市场持续发力,"{
    ""forecasts"": [
        {
            ""year"": 2024,
            ""net_profit"": 2.4,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2025,
            ""net_profit"": 3.3,
            ""eps"": null,
            ""pe"": null
        },
        {
            ""year"": 2026,
            ""net_profit"": 4.7,
            ""eps"": null,
            ""pe"": null
        }
    ]
}"
